wind_speed,wind_direction,humidity,ndvi,land_cover,fire_area_ha,frp,spread_direction_deg,radius_6h_km,radius_12h_km,radius_24h_km
11.722362704061469,22.342718354455883,83.2048976604854,0.6804547988421834,40.0,10.406937939938704,55.5054579618106,29.929501680140675,1.576483086108992,2.3798279610999042,4.267091454374029
6.8637373764047585,164.97433495314502,53.47921191077821,0.5158671908658315,60.0,228.05585853101076,154.51395503417717,137.72934535579583,2.343421407908748,3.291284496994881,5.848507888086407
12.949669838715046,46.45082058553503,91.47313711700775,0.2713983230356012,20.0,309.4188452838003,38.25123956671871,71.56236790392268,0.1,0.2,0.3042213638517378
10.611836421360776,54.83761565672725,68.80959422883026,0.6219725004622099,30.0,230.73739795941867,189.68441878739586,55.442546953846325,2.269666492816654,4.504169775669905,7.035367295011239
1.8655715443709182,227.62181269087566,28.692414898943706,0.15913662697395037,90.0,66.19198275682545,263.09522581416593,222.73807430884227,0.8707174730551308,1.397625171755294,2.2346453205909937
14.64652409873296,141.45386096528398,86.38197411701006,0.6420924841141482,90.0,199.33956776163345,111.94307013210204,124.57675946119721,1.2352482504544908,2.1031125826712254,3.0232638337178597
11.536525678860118,331.8668820557982,56.69488931230983,0.5129896555701096,30.0,206.41619186973833,54.70535219509431,344.31205702120235,2.794076308098349,5.162227732068859,8.451783625341704
11.89793242651583,114.89633805890522,30.62292259796787,0.17752522287748113,20.0,94.67024530242962,123.00737375640183,98.80638166805699,2.363925365737402,4.091122851147293,6.747411077839315
2.357647673795415,261.4248462182044,31.451760038106556,0.15565389416465916,20.0,378.39725012100575,236.86021232793496,241.71728613680676,1.2839048356285525,2.3702872091393647,3.7036644186703565
7.030596099485724,165.99579485576675,71.56504513324039,0.6255854334055237,40.0,161.3789393910959,179.4888638534807,189.76279326787372,1.15692969812268,2.0789812885234262,2.8562507426955848
5.876571351372428,237.58246840654036,23.552938004711734,0.30505513455268607,40.0,294.9046579937395,34.83724793164292,244.6748916220408,2.5083927846649696,4.427658956073736,7.790877581280224
13.938092338304726,215.89032841775654,41.494532368536,0.7225112955370495,20.0,258.349360298425,163.47021052647483,211.1917398527911,8.713737738578127,15.595754953767592,21.171588896346986
9.836044241169636,170.20223019323936,30.48406928524011,0.6334511147211233,10.0,438.836112528978,143.0851875294,183.0308898879137,7.689521831147719,14.452445648932377,23.33471762966688
12.430043392427034,342.02199406479735,53.08080722129632,0.5887331713024013,30.0,61.885450999556255,101.49811552624263,342.20063152701135,4.460432243169097,8.145261498151983,11.008681736029558
6.929505882996302,123.3769113917841,51.076532899577096,0.2950242368434157,60.0,58.01724111847661,37.497375835730374,131.03717440081778,1.6093824480590173,3.0176966234003775,4.143449418733901
3.7949614658792648,63.804780449738125,59.14073260166419,0.5962611633151326,10.0,150.85951489238488,294.4280210079811,47.467822402229025,2.602570860501637,3.870956107155038,5.0719943953618305
8.541479411729604,244.1138619167382,40.972724682689766,0.7637033791603839,30.0,216.17626909479168,56.9327793685104,285.52183409495063,4.5869893745760555,8.286874451230004,12.278513058102593
1.4253502135105423,304.56272207084714,22.40326920336329,0.16409188405939826,10.0,149.97258212731762,61.85915278326991,292.97032271732263,0.532156533212954,0.980345761957218,1.5879555187708205
12.50065199389244,14.491346378372555,66.07895799013893,0.32831384940249625,20.0,381.83035411522667,47.946894170159574,45.6116729173721,1.4259177743641223,2.2529213647956703,3.5162968318953087
